Angola,2016,AGO,30.6989578589225
Azerbaijan,2016,AZE,12.4433748584372
Belarus,2016,BLR,11.8365807653497
Brazil,2016,BRA,8.73914352329393
Ghana,2016,GHA,17.4546347070867
Guinea,2016,GIN,8.17268112275131
Haiti,2016,HTI,11.5029073942667
Kazakhstan,2016,KAZ,14.5460237946149
Liberia,2016,LBR,8.83424868336493
Mozambique,2016,MOZ,17.4180418197597
Malawi,2016,MWI,21.7111132136499
Nigeria,2016,NGA,15.6968126387972
Nepal,2016,NPL,8.79034332004629
Sudan,2016,SDN,17.7502538311959
Sierra Leone,2016,SLE,10.8860609413903
South Sudan,2016,SSD,379.999585624026
Suriname,2016,SUR,55.4123879763194
Ukraine,2016,UKR,13.9127101997796
Uruguay,2016,URY,9.63941347635073
Uzbekistan,2016,UZB,8.13088669523599
Zambia,2016,ZMB,17.8697300795268
